שנה ראשונה,מספר סעיף,שם הסעיף,הוצאה ברוטו,"מספרי סעיפים בשנה הקודמת, מופרדים בפסיקים",לינק לסעיף,לינק לסעיף אב משנה קודמת,הערות מועתקות
2013,C0005510606,פעולות,12844,,link,link,
2013,C0005510701,שיא כח אדם,12724,,link,link,
2013,C0005510702,עבודה בלתי צמיתה,764,,link,link,
2013,C0005510703,שעות נוספות,510,,link,link,
2013,C0005510704,כוננות,94,,link,link,
2013,C0005510705,העסקת סטודנטים,366,,link,link,
2013,C0005510710,פעולות,3080,,link,link,
2013,C0005510711,דמי חבר ל OECD,28602,,link,link,
2013,C0005510720,השתתפות במשרדי הממשלה,228,,link,link,
2013,C0005510810,"תפעול הפעילות בחו""ל",5108,,link,link,
2013,C0005510811,"תפעול בחו""ל",998,,link,link,
2013,C0005510816,הוצאות עבור משרדים,3100,,link,link,
2013,C0005511002,"שיא כ""א - חטיבת התפעול",2966,,link,link,
2013,C0005511004,סטודנטים,1214,,link,link,
2013,C0005511005,כוננויות,1218,,link,link,
2013,C0005511006,החזר הוצאות רכב,2090,,link,link,
2013,C0005511007,שעות נוספות,430,,link,link,
2013,C0005511103,הוצאות מחשוב,110,,link,link,
2013,C0005511106,פעולות מנהל הרכש,14090,,link,link,
2013,C0005511130,מלון שבע קשתות,1600,,link,link,
2013,C0005511201,שיא כח אדם,12900,,link,link,
2013,C0005511202,עבודה בלתי צמיתה,13524,,link,link,
2013,C0005511203,שעות נוספות,382,,link,link,
2013,C0005511204,כוננות,340,,link,link,
2013,C0005511205,העסקת סטודנטים,550,,link,link,
2013,C0005511206,הוצאות פרישה,232,,link,link,
2013,C0005511207,החזר הוצאות רכב,3326,,link,link,
2013,C0005511210,הוצאות תפעול,8410,,link,link,
2013,C0005511211,פעולות,11958,,link,link,
2013,C0005511212,רכישת שירותי כח אדם,88,,link,link,
2013,C0005511213,רכישת שירותים מקצועיים,12396,,link,link,
2013,C0005511220,הדרכה ושכר לימוד,72,,link,link,
2013,C0005511221,הוצאות מחשוב,422,,link,link,
2013,C0005511232,"השתתפות בתהיל""ה",166,,link,link,
2013,C0005511301,שיא כח אדם,5942,,link,link,
2013,C0005511302,עבודה בלתי צמיתה,490,,link,link,
2013,C0005511303,שעות נוספות,610,,link,link,
2013,C0005511304,שכר עידוד,580,,link,link,
2013,C0005511305,כוננות,124,,link,link,
2013,C0005511306,העסקת סטודנטים,106,,link,link,
2013,C0005511307,החזר הוצאות רכב,1256,,link,link,
2013,C0005511308,הוצאות פרישה,26,,link,link,
2013,C0005511310,הוצאות תפעול,39169,,link,link,
2013,C0005511311,הדרכה ושכר לימוד,1530,,link,link,
2013,C0005511315,רכישת כלי רכב,390718,,link,link,
2013,C0005520111,כוננות - אגף מס הכנסה,23442,,link,link,
2013,C0005520120,תפעול אגף מס הכנסה,291442,,link,link,
2013,C0005520121,"תפעול אגף המכס והמע""מ",213140,,link,link,
2013,C0005520122,פעולות אגף מס הכנסה,52297,,link,link,
2013,C0005520123,"פעולות אגף המכס והמע""מ",205154,,link,link,
2013,C0005520201,שיא כח אדם,105738,,link,link,
2013,C0005520202,עבודה בלתי צמיתה,1644,,link,link,
2013,C0005520203,שעות נוספות,6692,,link,link,
2013,C0005520204,שכר עידוד,15314,,link,link,
2013,C0005520205,כוננות,22268,,link,link,
2013,C0005520206,הוצאות פרישה,1420,,link,link,
2013,C0005520207,החזר הוצאות רכב,19804,,link,link,
2013,C0005520210,הוצאות תפעול,19618,,link,link,
2013,C0005520211,רכישת שירותי כח אדם,36080,,link,link,
2013,C0005520212,מיכון,116316,,link,link,
2013,C0005520214,הדרכה ושכר לימוד,3246,,link,link,
2013,C0005520215,דמי שימוש ממשלתיים,5740,,link,link,
2013,C0005520216,השתתפות במשרד האוצר,564,,link,link,
2013,C0006200101,שיא כוח אדם,36916,,link,link,
2013,C0006200102,חודשי עבודה ארעית,16940,,link,link,
2013,C0006200103,שעות נוספות,3566,,link,link,
2013,C0006200104,הוצאות רכב,15688,,link,link,
2013,C0006200105,כוננות,1256,,link,link,
2013,C0006200106,שכר עידוד,7478,,link,link,
2013,C0006200107,העסקת סטודנטים,258,,link,link,
2013,C0006200108,הוצאות פרישה,2916,,link,link,
2013,C0006200109,העסקת מתמחים,274,,link,link,
2013,C0006200111,פעולות הנהלה,10624,,link,link,
2013,C0006200112,הוצאות תפעול,89654,,link,link,
2013,C0006200116,השתתפות במנהל הרכב,1818,,link,link,
2013,C0006200118,הצאות אבטחת שר,3460,,link,link,
2013,C0006200120,הדרכה ורווחה,7248,,link,link,
2013,C0006200121,ביקורת כספים וחשבונות,2180,,link,link,
2013,C0006200122,הוצאות מחשוב,36400,,link,link,
2013,C0006200123,פרויקט מחשוב מינהל,13788,,link,link,
2013,C0006200125,"נסיעות לחו""ל",192,,link,link,
2013,C0006200126,תשלום פסקי דין,11442,,link,link,
2013,C0006200129,בינוי מחוז צפון,13234,,link,link,
2013,C0006200152,מטה מינהל חירום,5060,,link,link,
2013,C0006210101,שיא כח אדם,602,,link,link,
2013,C0006210103,שעות נוספות,8,,link,link,
2013,C0006210105,פעולות ורכישות לבחירות,113404,,link,link,
2013,C0006210106,דיור ממשלתי דמי שימוש,652,,link,link,
2013,C0006220101,שיא כח אדם - מטה,5720,,link,link,
2013,C0006220105,הוצאות רכב,1550,,link,link,
2013,C0006220106,שעות נוספות,780,,link,link,
2013,C0006220110,אחזקה ותפעול,994,,link,link,
2013,C0006220111,פעולות האגף,10906,,link,link,
2013,C0006220112,תמיכות לדרוזים,14400,,link,link,
2013,C0006220113,תמיכות לשומרונים,926,,link,link,
2013,C0006220114,תמיכות ליהודים קראים,4406,,link,link,
2013,C0006220115,ועדי נאמנים למוסלמים,1656,,link,link,
2013,C0006220120,השתתפות במינהל הדיור,774,,link,link,
2013,C0006220121,השתתפות במינהל הרכב,106,,link,link,
2013,C0006220207,בתי עלמין ללא יהודים,15252,,link,link,
2013,C0006230102,עובדים ארעיים,4896,,link,link,
2013,C0006230103,הוצאות רכב,562,,link,link,
2013,C0006230104,שעות נוספות,196,,link,link,
2013,C0006230105,העסקת סטודנטים,40,,link,link,
2013,C0006230110,תפעול ואחזקה,4642,,link,link,
2013,C0006230111,ייעוץ ופעולות ניהוליות,892,,link,link,
2013,C0006230112,הוצאות מחשוב ותקשורת,19410,,link,link,
2013,C0006230113,"הדרכה, השתלמויות ורווחה",10,,link,link,
2013,C0006230115,השתתפות במנהל הרכב,84,,link,link,
2013,C0006290101,רזרבה להתייקרויות שכר,6688,,link,link,
2013,C0006300101,שיא כח אדם,37148,,link,link,
2013,C0006300102,עבודה בלתי צמיתה,48342,,link,link,
2013,C0006300103,העסקת סטודנטים,520,,link,link,
2013,C0006300104,החזר הוצאות רכב,15960,,link,link,
2013,C0006300105,שעות נוספות,5058,,link,link,
2013,C0006300106,הוצאות פרישה,1034,,link,link,
2013,C0006300107,שכר עידוד,6440,,link,link,
2013,C0006300202,יועצי תשתיות,68486,,link,link,
2013,C0006300207,הוצאות תפעול,16000,,link,link,
2013,C0006300208,הוצאות מחשוב,3360,,link,link,
2013,C0006300209,הדרכה ושכר לימוד,3112,,link,link,
2013,C0006300223,סקרי תכנון,1448,,link,link,
2013,C0006300225,שירותי תכנון,6880,,link,link,
2013,C0006300227,השתתפות בממשל זמין,14980,,link,link,
2013,C0006300302,תכנון מתארי ארצי,6748,,link,link,
2013,C0006300303,תכנון מתארי מקומי,25694,,link,link,
2013,C0006300304,תכנון מתארי- מיעוטים,5886,,link,link,
2013,C0006300401,רזרבה להתייקרויות שכר,3688,,link,link,
2013,C0006310101,שיא כח אדם,7956,,link,link,
2013,C0006310102,מפקחים במחוזות,15706,,link,link,
2013,C0006310103,שעות נוספות,2850,,link,link,
2013,C0006310104,הוצאות פרישה,80,,link,link,
2013,C0006310201,ייעוץ וייצוג משפטי,876,,link,link,
2013,C0006310202,הוצאות תפעול,13252,,link,link,
2013,C0006310203,הריסות,3220,,link,link,
2013,C0006310204,השתתפות באוצר - רכב,4630,,link,link,
2013,C0006310205,הוצאות מחשוב,1440,,link,link,
2013,C0006310301,רזרבה להתייקרויות שכר,820,,link,link,
2013,C0007500101,שיא כוח אדם,43814,,link,link,
2013,C0007500103,עבודה בלתי צמיתה,29314,,link,link,
2013,C0007500104,כוננויות,334,,link,link,
2013,C0007500105,החזר הוצאות רכב,8908,,link,link,
2013,C0007500106,שעות נוספות,3720,,link,link,
2013,C0007500107,הוצאות פרישה,626,,link,link,
2013,C0007500109,העסקת סטודנטים לפי שעות,718,,link,link,
2013,C0007500110,הדרכה,560,,link,link,
2013,C0007500111,שירות אזרחי ולאומי,42250,,link,link,
2013,C0007500113,בנות בשירות לאומי,874,,link,link,
2013,C0007500114,מתמחי ייעוץ משפטי,346,,link,link,
2013,C0007500116,שכר עידוד,1182,,link,link,
2013,C0007500202,משימות ורכישות בזרועות,17026,,link,link,
2013,C0007500204,השתתפות במשרדי ממשלה,13452,,link,link,
2013,C0007500206,תפעול,132950,,link,link,
2013,C0007500207,אבטחת השר,9208,,link,link,
2013,C0007500214,יועצים - מרכז הדרכה,29102,,link,link,
2013,C0007500215,פרוייקט עיר ללא אלימות,248072,,link,link,
2013,C0007500216,דמי שימוש בנכסי המדינה,5242,,link,link,
2013,C0007500217,השתתפות באוצר - מיכון,392,,link,link,
2013,C0007500218,שכר דירה,1496,,link,link,
2013,C0007500221,תוכנית שמידט,4418,,link,link,
2013,C0007500222,מצילה - תפעול והוצאות,27662,,link,link,
2013,C0007500301,רזרבה להתייקרות בשכר,6156,,link,link,
2013,C0007550101,שיא כוח אדם,47050,,link,link,
2013,C0007550102,העסקה לפי שעות,7176,,link,link,
2013,C0007550103,שעות נוספות,4112,,link,link,
2013,C0007550104,החזר הוצאות רכב,3700,,link,link,
2013,C0007550105,כוננויות,308,,link,link,
2013,C0007550106,הוצאות פרישה,366,,link,link,
2013,C0007550202,תפעול,76026,,link,link,
2013,C0007550203,כתב כיסוי,10000,,link,link,
2013,C0007600102,עובדים בלתי צמיתים,3878,,link,link,
2013,C0007600103,העסקת סטודנטים,1028,,link,link,
2013,C0007600104,החזר הוצאות רכב,71690,,link,link,
2013,C0007600105,שעות נוספות,133640,,link,link,
2013,C0007600107,כוננויות,2502,,link,link,
2013,C0007600108,שירות לאומי אזרחי,1798,,link,link,
2013,C0007600111,הוצאות פרישה,51044,,link,link,
2013,C0007600201,אחזקת הנציבות ותפעולה,71463,,link,link,
2013,C0007600202,"רכש, הצטיידות ואחזקה",500938,,link,link,
2013,C0007600203,תכנון ובינוי תשתיות,61464,,link,link,
2013,C0007600204,תפעול בית ספר לכבאות,26210,,link,link,
2013,C0007600205,קרן בלאי,14400,,link,link,
2013,C0007600206,השתתפות במנהל הרכב,61064,,link,link,
2013,C0007600207,דמי שימוש בנכסי מדינה,1898,,link,link,
2013,C0007600230,מחוז צפון,17011,,link,link,
2013,C0007600231,מחוז חוף,10700,,link,link,
2013,C0007600232,מחוז מרכז,16441,,link,link,
2013,C0007600233,מחוז דן,16700,,link,link,
2013,C0007600234,מחוז ירושלים,10257,,link,link,
2013,C0007600235,מחוז דרום,14877,,link,link,
2013,C0007600236,מחוז שומרון ויהודה,6305,,link,link,
2013,C0007600301,רזרבה להתייקרויות בשכר,24480,,link,link,
2013,C0007700101,סוהרים,2682758,,link,link,
2013,C0007700102,קבע ראשוני,523102,,link,link,
2013,C0007700103,הוצאות פרישה,46464,,link,link,
2013,C0007700105,סוהרים בשירות חובה,16532,,link,link,
2013,C0007700110,החזר הוצאות רכב,1702,,link,link,
2013,C0007700112,בנות בשירות לאומי,3700,,link,link,
2013,C0007700201,תפעול ותכנון,53490,,link,link,
2013,C0007700202,אחזקת הבית,261452,,link,link,
2013,C0007700203,טכנולוגיה ותקשורת,131152,,link,link,
2013,C0007700204,דמי שימוש בנכסי המדינה,2254,,link,link,
2013,C0007700205,תחבורה,136708,,link,link,
2013,C0007700207,הוצאות משפטיות,5350,,link,link,
2013,C0007700208,"נסיעות לחו""ל",2030,,link,link,
2013,C0007700209,קרן שירות בתי הסוהר,47,,link,link,
2013,C0007700211,השתתפות במשרדי ממשלה,4314,,link,link,
2013,C0007700212,מחוז צפון,5280,,link,link,
2013,C0007700213,מחוז מרכז,8684,,link,link,
2013,C0007700214,מחוז דרום,7026,,link,link,
2013,C0007700218,ביטחון ומודיעין,35498,,link,link,
2013,C0007700219,תעסוקה,98600,,link,link,
2013,C0007700222,"מש""א",142220,,link,link,
2013,C0007700223,לוגיסטיקה,334312,,link,link,
2013,C0007700224,הדרכה,29748,,link,link,
2013,C0007700226,מרכזי מכר,158124,,link,link,
2013,C0007700228,רווחי מרכזי מכר,9300,,link,link,
2013,C0007700229,תקון,155018,,link,link,
2013,C0007700231,פיקוח אלקטרוני,51014,,link,link,
2013,C0007700301,גמלאות,742924,,link,link,
2013,C0007700303,מענקי פרישה,57680,,link,link,
2013,C0007700304,תשלומי היוון,14336,,link,link,
2013,C0007700305,מיכון משכורות גמלאות,1850,,link,link,
2013,C0007800101,שוטרי קבע,8178498,,link,link,
2013,C0007800102,קבע ראשוני,1245992,,link,link,
2013,C0007800103,"שוטרים עב""צ",93152,,link,link,
2013,C0007800104,שירות לאומי ואזרחי,2662,,link,link,
2013,C0007800105,שירות לאומי,8398,,link,link,
2013,C0007800107,הוצאות פרישה,204934,,link,link,
2013,C0007800111,איוש לא לביצוע,2,,link,link,
2013,C0007800113,העסקת שוטרים בשכר,130581,,link,link,
2013,C0007800115,שוטרים חובה,133720,,link,link,
2013,C0007800201,תפעול,83284,,link,link,
2013,C0007800202,מדים וציוד אישי,118680,,link,link,
2013,C0007800203,שכר דירה,120430,,link,link,
2013,C0007800204,הסעדה,277457,,link,link,
2013,C0007800208,דמי שימוש בנכסי המדינה,45152,,link,link,
2013,C0007800209,אחזקות הבית,439980,,link,link,
2013,C0007800211,טפסים ציוד משרדי ומשקי,30252,,link,link,
2013,C0007800213,תפעול כלי רכב,671022,,link,link,
2013,C0007800215,פרוייקט מתנדבי תנועה,11950,,link,link,
2013,C0007800216,תכנית משק סגור,6000,,link,link,
2013,C0007800218,תמונת ראי,3598,,link,link,
2013,C0007800223,נסיעות,97098,,link,link,
2013,C0007800225,הדרכה ותרבות,204338,,link,link,
2013,C0007800227,קניות אחר,111372,,link,link,
2013,C0007800230,רכש לגורמי ביטחון,26118,,link,link,
2013,C0007800234,הוצאות קרן המשטרה,1600,,link,link,
2013,C0007800236,קרן המפקח הכללי,1200,,link,link,
2013,C0007800237,השתתפות במשרדי ממשלה,2920,,link,link,
2013,C0007800238,בחירות 2103,26000,,link,link,
2013,C0007800303,רכישת שירותי כוח אדם,249584,,link,link,
2013,C0007800305,עובדים לבינוי,14462,,link,link,
2013,C0007800401,"שוטרי קבע - הוצל""פ",25000,,link,link,
2013,C0007800404,שוטרי קבע - רכבת קלה,23644,,link,link,
2013,C0007800408,שוטרי קבע - משרדי ממשלה,15546,,link,link,
2013,C0007800410,שוטרי קבע - ביטוח לאומי,3209,,link,link,
2013,C0007800412,"שירות לאומי - הוצל""פ",325,,link,link,
2013,C0007800414,שוטרי חובה - רפאל,143,,link,link,
2013,C0007800420,אמרכלות,95151,,link,link,
2013,C0007800426,"שוטרי קבע - מתפ""א",20740,,link,link,
2013,C0007800427,"שוטרי קבע - אתג""ר",5600,,link,link,
2013,C0007800501,שוטרים,17600,,link,link,
2013,C0007800502,אמרכלות,7500,,link,link,
2013,C0007800601,בלאי כלי רכב,714202,,link,link,
2013,C0007800606,קרן דיגומים,23942,,link,link,
2013,C0007800801,תשלומי גמלאות,4242480,,link,link,
2013,C0007800802,מענקי פרישה,231914,,link,link,
2013,C0007800805,הפרשה לפנסיה ופיצויים,6470,,link,link,
2013,C0008510101,שיא כח אדם,24612,,link,link,
2013,C0008510102,עבודה בלתי צמיתה,43738,,link,link,
2013,C0008510103,שעות נוספות,111612,,link,link,
2013,C0008510104,החזר הוצאות רכב,103664,,link,link,
2013,C0008510105,כוננות,12264,,link,link,
2013,C0008510106,שכר עידוד,43052,,link,link,
2013,C0008510107,הוצאות פרישה,11584,,link,link,
2013,C0008510108,העסקת סטודנטים,13420,,link,link,
2013,C0008510109,עדכון מערכות שכר עידוד,1694,,link,link,
2013,C0008510113,פעולות,15254,,link,link,
2013,C0008510115,הוצאות תפעול,237652,,link,link,
2013,C0008510121,הדרכה ושכר לימוד,14436,,link,link,
2013,C0008510122,דמי שימוש ממשלתיים,23966,,link,link,
2013,C0008510123,קרן לתובענות ייצוגיות,3304,,link,link,
2013,C0008510124,בטחון ובטיחות,52164,,link,link,
2013,C0008510126,שירות לאומי,11020,,link,link,
2013,C0008510129,העברת יחידות לדיור חדש,34636,,link,link,
2013,C0008510130,השתתפות במשרדי הממשלה,2194,,link,link,
2013,C0008510131,הוצאות מחשוב,208186,,link,link,
2013,C0008510132,מתמחים,64860,,link,link,
2013,C0008510201,שיא כח אדם,38330,,link,link,
2013,C0008510202,עבודה בלתי צמיתה,42432,,link,link,
2013,C0008510203,דייני בית הדין למשמורת,6846,,link,link,
2013,C0008510301,שיא כח אדם,330726,,link,link,
2013,C0008510302,עבודה בלתי צמיתה,166615,,link,link,
2013,C0008510303,כוננות,56190,,link,link,
2013,C0008510304,שעות נוספות,183,,link,link,
2013,C0008510305,החזר הוצאות רכב,429,,link,link,
2013,C0008510307,ניהול משפטים ותשלומים,14404,,link,link,
2013,C0008510310,השתתפות במשרדי הממשלה,1418,,link,link,
2013,C0008510401,עבודה בלתי צמיתה,31258,,link,link,
2013,C0008510402,שיא כח אדם,29000,,link,link,
2013,C0008510403,תשלום לעורכי דין ממונים,380176,,link,link,
2013,C0008510404,כוננות,5540,,link,link,
2013,C0008510406,מתמחים,5340,,link,link,
2013,C0008510501,שיא כח אדם,10502,,link,link,
2013,C0008510502,עבודה בלתי צמיתה,46892,,link,link,
2013,C0008510503,תשלום לעורכי דין,213366,,link,link,
2013,C0008510601,שיא כח אדם,1010,,link,link,
2013,C0008510602,עבודה בלתי צמיתה,8228,,link,link,
2013,C0008510603,הוצאות תפעול,5660,,link,link,
2013,C0008510701,שיא כח אדם,9714,,link,link,
2013,C0008510702,עבודה בלתי צמיתה,5192,,link,link,
2013,C0008510703,כוננות,230,,link,link,
2013,C0008510704,הוצאות מחשוב,15812,,link,link,
2013,C0008510801,שיא כח אדם,1386,,link,link,
2013,C0008510802,עבודה בלתי צמיתה,6546,,link,link,
2013,C0008510803,שעות נוספות,52,,link,link,
2013,C0008510804,הוצאות תפעול,1926,,link,link,
2013,C0008510805,מתמחים,312,,link,link,
2013,C0008510901,שיא כח אדם,4272,,link,link,
2013,C0008510902,עבודה בלתי צמיתה,3000,,link,link,
2013,C0008510903,כוננות,1820,,link,link,
2013,C0008510904,הוצאות תפעול,30366,,link,link,
2013,C0008511001,שיא כח אדם,58936,,link,link,
2013,C0008511002,עבודה בלתי צמיתה,10148,,link,link,
2013,C0008511003,שעות נוספות,103,,link,link,
2013,C0008511004,החזר הוצאות רכב,321,,link,link,
2013,C0008511005,הוצאות פרישה,420,,link,link,
2013,C0008511006,שכר דירה,9088,,link,link,
2013,C0008511007,הוצאות תפעול,8111,,link,link,
2013,C0008511008,הוצאות מחשוב,25940,,link,link,
2013,C0008511101,שיא כח אדם,12946,,link,link,
2013,C0008511102,עבודה בלתי צמיתה,35575,,link,link,
2013,C0008511104,הוצאות תפעול,24500,,link,link,
2013,C0008511105,שכר דירה,5500,,link,link,
2013,C0008511201,שיא כח אדם,33955,,link,link,
2013,C0008511202,עבודה בלתי צמיתה,18961,,link,link,
2013,C0008511203,שעות נוספות,3234,,link,link,
2013,C0008511204,כוננות,3460,,link,link,
2013,C0008511205,החזר הוצאות רכב,4900,,link,link,
2013,C0008511206,שכר דירה,8000,,link,link,
2013,C0008511207,פעולות,50229,,link,link,
2013,C0008511213,הוצאות מחשוב,14144,,link,link,
2013,C0008511301,שיא כח אדם,8523,,link,link,
2013,C0008511302,עבודה בלתי צמיתה,4007,,link,link,
2013,C0008511303,שכר עידוד,1025,,link,link,
2013,C0008511304,פעולות,10890,,link,link,
2013,C0008511401,שיא כח אדם,7323,,link,link,
2013,C0008511402,עבודה בלתי צמיתה,11029,,link,link,
2013,C0008511403,כוננות,12,,link,link,
2013,C0008511404,העסקת סטודנטים,2200,,link,link,
2013,C0008511406,הוצאות תפעול,27900,,link,link,
2013,C0008511407,הוצאות מחשוב,39500,,link,link,
2013,C0008511408,שכר דירה,4036,,link,link,
2013,C0008511501,שיא כח אדם,7646,,link,link,
2013,C0008511502,עבודה בלתי צמיתה,12340,,link,link,
2013,C0008511503,כוננות,1786,,link,link,
2013,C0008511504,הוצאות תפעול,7650,,link,link,
2013,C0008511601,שיא כח אדם,1710,,link,link,
2013,C0008511602,עבודה בלתי צמיתה,12276,,link,link,
2013,C0008511603,הדרכה ושכר לימוד,232,,link,link,
2013,C0008511604,הוצאות מחשוב,2194,,link,link,
2013,C0008511606,הוצאות תפעול,7974,,link,link,
2013,C0008511607,פעולות,10556,,link,link,
2013,C0008511702,הוצאות והחזר פקדונות,450,,link,link,
2013,C0008511704,הוצאות החזר ריבית,50,,link,link,
2013,C0008520201,שיא כח אדם,15930,,link,link,
2013,C0008520202,עבודה בלתי צמיתה,8388,,link,link,
2013,C0008520203,הוצאות מחשוב,800,,link,link,
2013,C0008520204,הוצאות תפעול,3650,,link,link,
2013,C0008520206,שכר דירה,3500,,link,link,
2013,C0008520301,שיא כח אדם,6764,,link,link,
2013,C0008520302,עבודה בלתי צמיתה,1500,,link,link,
2013,C0008520303,הוצאות מחשוב,450,,link,link,
2013,C0008520304,הוצאות תפעול,450,,link,link,
2013,C0008520306,שכר דירה,500,,link,link,
2013,C0008530101,שיא כח אדם,182876,,link,link,
2013,C0008530102,עבודה בלתי צמיתה,18940,,link,link,
2013,C0008530103,שעות נוספות,2418,,link,link,
2013,C0008530104,כוננות,852,,link,link,
2013,C0008530105,שכר עידוד,3844,,link,link,
2013,C0008530106,החזר הוצאות רכב,8108,,link,link,
2013,C0008530107,הוצאות פרישה,6644,,link,link,
2013,C0008530111,הוצאות תפעול,68562,,link,link,
2013,C0008530112,דמי שימוש ממשלתיים,846,,link,link,
2013,C0008530114,הדרכה ושכר לימוד,1014,,link,link,
2013,C0008530115,פעולות,1694,,link,link,
2013,C0008530116,השתתפות במשרדי הממשלה,406,,link,link,
2013,C0008530117,שיפוץ בתי הדין,26478,,link,link,
2013,C0008530118,הוצאות מחשוב,15816,,link,link,
2013,C0008540101,שיא כח אדם,470918,,link,link,
2013,C0008540102,עבודה בלתי צמיתה,444215,,link,link,
2013,C0008540103,שעות נוספות,22196,,link,link,
2013,C0008540104,שכר עידוד,74632,,link,link,
2013,C0008540105,החזר הוצאות רכב,62309,,link,link,
2013,C0008540106,הוצאות פרישה,30708,,link,link,
2013,C0008540107,כוננות,13730,,link,link,
2013,C0008540108,העסקת מאבטחים,127979,,link,link,
2013,C0008540109,העסקת סטודנטים,5722,,link,link,
2013,C0008540110,הדרכה ושכר לימוד,4682,,link,link,
2013,C0008540130,שיא כח אדם שיפוטי,990509,,link,link,
2013,C0008540201,הוצאות תפעול,618031,,link,link,
2013,C0008540202,פעולות,30960,,link,link,
2013,C0008540203,הוצאות מחשוב,217007,,link,link,
2013,C0008540204,העסקת בנות שירות לאומי,4670,,link,link,
2013,C0008540205,דמי שימוש ממשלתיים,1178,,link,link,
2013,C0008540209,השתתפות במשרדי הממשלה,254,,link,link,
2013,C0008550101,שיא כח אדם,86546,,link,link,
2013,C0008550102,עבודה בלתי צמיתה,121642,,link,link,
2013,C0008550103,שעות נוספות,8348,,link,link,
2013,C0008550104,כוננות,2922,,link,link,
2013,C0008550105,שכר עידוד,21358,,link,link,
2013,C0008550106,החזר הוצאות רכב,20960,,link,link,
2013,C0008550107,העסקת סטודנטים,5194,,link,link,
2013,C0008550108,הוצאות פרישה,1636,,link,link,
2013,C0008550109,הדרכה ושכר לימוד,620,,link,link,
2013,C0008550110,הוצאות תפעול,164560,,link,link,
2013,C0008550111,פעולות,75343,,link,link,
2013,C0008550112,הוצאות מחשוב,172187,,link,link,
2013,C0008550115,השתתפות במשרדי הממשלה,13246,,link,link,
2013,C0009510101,שיא כח אדם,245732,,link,link,
2013,C0009510102,עבודה בלתי צמיתה,27788,,link,link,
2013,C0009510103,שעות נוספות,27976,,link,link,
2013,C0009510104,כוננות,5268,,link,link,
2013,C0009510105,העסקת סטודנטים,2688,,link,link,
2013,C0009510106,הוצאות פרישה,9860,,link,link,
2013,C0009510107,החזר הוצאות רכב,40064,,link,link,
2013,C0009510110,הדרכה ושכר לימוד,26264,,link,link,
2013,C0009510112,דמי שימוש ממשלתיים,40080,,link,link,
2013,C0009510113,הוצאות תפעול,104202,,link,link,
2013,C0009510114,השתתפות במשרדי הממשלה,10082,,link,link,
2013,C0009510115,פעולות,26632,,link,link,
2013,C0009510116,שמירה וביטחון בארץ,16032,,link,link,
2013,C0009510201,שיא כח אדם,426340,,link,link,
2013,C0009510205,הוצאות חינוך ושכר דירה,170128,,link,link,
2013,C0009510206,העברות עובדים ומטענים,49044,,link,link,
2013,C0009510210,תקשוב,120540,,link,link,
2013,C0009510212,הוצאות תפעול,273582,,link,link,
2013,C0009510213,ביטחון ואבטחה,426834,,link,link,
2013,C0009510214,פעולות,40836,,link,link,
2013,C0009510215,"נסיעות לחו""ל",14768,,link,link,
2013,C0009510220,"פיתוח ובינוי בחו""ל",203930,,link,link,
2013,C0009510303,פעילות המטה,70658,,link,link,
2013,C0009510304,פרויקטים ופעולות,231314,,link,link,
2013,C0009510305,המערך המדיני,58642,,link,link,
2013,C0010510101,שיא כח אדם,346,,link,link,
2013,C0010510102,עבודה בלתי צמיתה,48266,,link,link,
2013,C0010510103,שעות נוספות,1084,,link,link,
2013,C0010510104,החזר הוצאות רכב,3020,,link,link,
2013,C0010510105,כוננות,88,,link,link,
2013,C0010510106,העסקת סטודנטים,1744,,link,link,
2013,C0010510110,הוצאות תפעול,23588,,link,link,
2013,C0010510112,שכר דירה לגורמי חוץ,10566,,link,link,
2013,C0010510113,הדרכה ושכר לימוד,474,,link,link,
2013,C0010510120,פרויקטים וכנסים,12910,,link,link,
2013,C0010510123,השתתפות במשרד הביטחון,94,,link,link,
2013,C0010510124,רזרבה לפעולות המשרד,2714,,link,link,
2013,C0010520102,רזרבה להתיקרויות שכר,1286,,link,link,
2013,C0012130109,רזרבה,2000,,link,link,
2013,C0013010502,רזרבה להתייקרויות,1916,,link,link,
2013,C0014100101,מימון מפלגות שוטף,224098,,link,link,
2013,C0014100201,מימון מפלגות לבחירות,151180,,link,link,
2013,C0015010209,רזרבה להתייקרויות שכר,904104,,link,link,
2013,C0015010219,רזרבה לתשלומי העברה,150348,,link,link,
2013,C0015011034,מגן רקיע,76000,,link,link,
2013,C0016130101,תקן קבע יעודי,21530,,link,link,
2013,C0016130102,החזר הוצאות רכב צבאי,1268,,link,link,
2013,C0016130103,חיילי חובה,2578,,link,link,
2013,C0016130201,מבצע איסוף והסברה,64518,,link,link,
2013,C0016130202,רכש מסכות,230378,,link,link,
2013,C0016130203,רכש מסננים,53258,,link,link,
2013,C0016130204,רכש סוללות ומפוחים,42042,,link,link,
2013,C0016130206,הוצאות תפעול,18344,,link,link,
2013,C0016130207,הוצאות מחשוב,16206,,link,link,
2013,C0016130208,ייצור ושיקום,13848,,link,link,
2013,C0016130301,חיסונים,61864,,link,link,
2013,C0016130304,"גילוי, זיהוי וטיהור",54700,,link,link,
2013,C0016130401,תקן קבע יעודי,2864,,link,link,
2013,C0016130402,החזר הוצאות רכב צבאי,222,,link,link,
2013,C0016130403,תפעול חומרים מסוכנים,324,,link,link,
