שנה ראשונה,מספר סעיף,שם הסעיף,הוצאה ברוטו,"מספרי סעיפים בשנה הקודמת, מופרדים בפסיקים",לינק לסעיף,לינק לסעיף אב משנה קודמת,הערות מועתקות
2007,C0012110117,"רפא""ל - עובדי מדינה",388800,,link,link,
2007,C0012110118,"רפא""ל - עובדי מחקר",903600,,link,link,
2007,C0012110201,מספנות - העברה למבטחים,800,,link,link,
2007,C0012110209,מועצה אזורית חוף עזה,28000,,link,link,
2007,C0012110212,תשלומים לקרנות מאוזנות,202000,,link,link,
2007,C0012110213,פתק צהוב/אלמן אלמנה,92624,,link,link,
2007,C0012120102,מקפת,389242,,link,link,
2007,C0012120103,קרן גמלאות מרכזית,1107592,,link,link,
2007,C0012120104,קרן פועלי בניין,798990,,link,link,
2007,C0012120105,קרן חקלאים,230940,,link,link,
2007,C0012120106,קרן הדסה,47576,,link,link,
2007,C0012120107,אגד,154290,,link,link,
2007,C0012120108,נתיב,1165598,,link,link,
2007,C0012130101,הפקת תלושי גמלה,26340,,link,link,
2007,C0012130106,ארכיון ממוחשב,504,,link,link,
2007,C0012130107,מחשוב מנהלת הגמלאות,2560,,link,link,
2007,C0012130108,ייעוץ ארגוני,194,,link,link,
2007,C0012130110,מערכת סליקה,1200,,link,link,
2007,C0015010202,שכר עובדי משרד הביטחון,1300000,,link,link,
2007,C0015010215,יעודה להיוונים,234792,,link,link,
2007,C0015010217,תגמולים ותשלומי משפחה,4100000,,link,link,
2007,C0016100201,מיגון ומיקלוט ביישובי,1882,,link,link,
2007,C0016100209,השתתפות במשרד השיכון,160,,link,link,
2007,C0016100303,תפעול,682,,link,link,
2007,C0016100504,תפעול פיקוח ותכנון,1686,,link,link,
2007,C0016100601,אחזקה ביישובים,91104,,link,link,
2007,C0016100701,מרכיבי ביטחון,2600,,link,link,
2007,C0016100702,תפעול פיקוח ותכנון,128,,link,link,
2007,C0017203303,שעות נוספות ישראלים,68,,link,link,
2007,C0017203310,הוצאות רכב,950,,link,link,
2007,C0017203314,תפעול,2458,,link,link,
2007,C0018010119,השתתפות במשרד האוצר,2000,,link,link,
2007,C0018010127,מימון כפר שיקומי לפי,1000,,link,link,
2007,C0018010128,השתתפות במשרד החינוך -,2000,,link,link,
2007,C0018010132,השתתפות בתקציב משרד,452,,link,link,
2007,C0018010138,הכנסות מארנונה למלונות,2000,,link,link,
2007,C0018010149,השתתפות במינהל התכנון,1700,,link,link,
2007,C0018010158,השתתפות במשרד הביטחון,10000,,link,link,
2007,C0018010161,השתתפות במשרד התיירות,8000,,link,link,
2007,C0018010171,"מתן שרותים לטייבה ע""י",7860,,link,link,
2007,C0018010173,השתתפות במשרד להגנת,5000,,link,link,
2007,C0018010175,"השתתפות במשרד רוה""מ -",3200,,link,link,
2007,C0018010178,השתתפות במשרד הבטחון,5938,,link,link,
2007,C0018010179,"מימון ארוע ""מועצות",4000,,link,link,
2007,C0018010181,טיפול בפליטים סודנים,1160,,link,link,
2007,C0018010183,השתתפות במשרד השיכון -,2000,,link,link,
2007,C0018010189,השתתפות בתקציב משרד ראש,4000,,link,link,
2007,C0018010190,השתתפות במשרד לבטחון,1600,,link,link,
2007,C0018010191,השתתפות במשרד לפיתוח,2000,,link,link,
2007,C0018019901,מענק איזון כללי רזרבה,5888,,link,link,
2007,C0020210399,החזרי תמיכות עודפות,16000,,link,link,
2007,C0020211701,השתתפות במשרד המדע -,10950,,link,link,
2007,C0020211702,השתתפות במשרד המדע -,3000,,link,link,
2007,C0020220663,אבטחת שרים,6600,,link,link,
2007,C0020230555,מיחשוב סמינרים,38262,,link,link,
2007,C0020230801,השתלמויות עובדי הוראה,191404,,link,link,
2007,C0020231055,שכר דירה למורים בדואים,12562,,link,link,
2007,C0020240513,תמחור ספרי לימוד,180,,link,link,
2007,C0020240559,תכניות וסקרים על בתי,424,,link,link,
2007,C0020240563,השתתפות בתקציב פיתוח,10000,,link,link,
2007,C0020240566,השתתפות במשרד החקלאות,6600,,link,link,
2007,C0020240596,השתתפות במשרד המדע -,4000,,link,link,
2007,C0020240597,פעולות במגזר השלישי,800,,link,link,
2007,C0020240653,פעולות בחינוך הדרוזי,122,,link,link,
2007,C0020260252,השאלת ספרי לימוד,8000,,link,link,
2007,C0020260588,שיפור השגיי בגרויות,17784,,link,link,
2007,C0020261150,לימודי הסביבה,3372,,link,link,
2007,C0020261905,הפעלת יום חינוך ארוך-,626148,,link,link,
2007,C0020270945,השתתפות בשכר מורים,16000,,link,link,
2007,C0020270948,תגבור פעילות חינוכית,500392,,link,link,
2007,C0020280129,העסקת סטודנטים,300,,link,link,
2007,C0020280549,בטיחות במוסדות המינהל,30462,,link,link,
2007,C0020280850,תוכניות הבראה בכפרי,26000,,link,link,
2007,C0020280867,העברת בתי ספר ממשלתיים,29524,,link,link,
2007,C0020280961,בתי ספר ימיים - הקצבות,62058,,link,link,
2007,C0020280963,בתי ספר ימיים - תמיכה,30418,,link,link,
2007,C0020281072,הוצאות בית הספר,3420,,link,link,
2007,C0020281074,אחזקת המשק החקלאי,250,,link,link,
2007,C0020281172,הוצאות בית הספר,2700,,link,link,
2007,C0020281174,הוצאות פנימיה וכפר,940,,link,link,
2007,C0020281176,אחזקת המשק החקלאי,325,,link,link,
2007,C0020281272,הוצאות בית הספר,8148,,link,link,
2007,C0020281274,הוצאות פנימיה וכפר,12200,,link,link,
2007,C0020281276,אחזקת המשק החקלאי,2390,,link,link,
2007,C0020281372,הוצאות בית הספר,8320,,link,link,
2007,C0020281374,הוצאות פנימיה וכפר,21675,,link,link,
2007,C0020281376,אחזקת המשק החקלאי,3120,,link,link,
2007,C0020281773,קידום חינוך מדעי,408,,link,link,
2007,C0020282048,תגבור פעילות חינוכית,24320,,link,link,
2007,C0020282070,גמול ליווי טיולים,14044,,link,link,
2007,C0020301501,שיפוצים בבתי ספר,303678,,link,link,
2007,C0020330105,שעות נוספות,4860,,link,link,
2007,C0020330403,העסקת יועצים,1390,,link,link,
2007,C0021010104,הוצאות הועדה לבחינת,2784,,link,link,
2007,C0023011009,תפעול יחידות המשרד,196,,link,link,
2007,C0023011037,הוצאות הסברה ודוברות,1182,,link,link,
2007,C0023011292,מחשוב לשכות רווחה,10000,,link,link,
2007,C0023061805,רזרבה לקניית שירותי,5000,,link,link,
2007,C0023101409,הפעלת חוק העובדים,796,,link,link,
2007,C0023108302,טיפול בדרי רחוב,2650,,link,link,
2007,C0023108303,הקמת מרכזי חוסן קהילתי,4250,,link,link,
2007,C0023108304,טיפול פוסט טראומתי,2450,,link,link,
2007,C0023108305,מרכזי תמיכה אזוריים,1250,,link,link,
2007,C0023108307,"הכשרת עו""סים לטיפול",500,,link,link,
2007,C0023108309,פיתוח צוותי חוסן,3650,,link,link,
2007,C0023108310,אירגון והכשרה במחלקות,9000,,link,link,
2007,C0023108311,טיפול בנכים קשים,5500,,link,link,
2007,C0023108312,נופשונים למפגרים,1170,,link,link,
2007,C0023108314,חיזוק תחנות למשפחה,2550,,link,link,
2007,C0023108315,פינוי אוכלוסייה,6000,,link,link,
2007,C0023112520,השתתפות במשרד הקליטה,300,,link,link,
2007,C0023116535,הכשרה ופתוח כוח אדם,712,,link,link,
2007,C0024041212,השתתפות במשרד החינוך,2740,,link,link,
2007,C0024134308,"כוננויות רופאים 2,400",2850,,link,link,
2007,C0024194201,תמיכה בקופת חולים,10010,,link,link,
2007,C0024194203,תמיכה בקופת חולים,32000,,link,link,
2007,C0026100212,תמיכה ברשויות בתחום,714,,link,link,
2007,C0030100126,עיודו תעסוקה באמצעות,32926,,link,link,
2007,C0033210507,השתתפות במשרד התעשייה,1628,,link,link,
2007,C0033210508,השתתפות במשרד התיירות,8480,,link,link,
2007,C0033210514,כפרי תיירות ומכלולי,12128,,link,link,
2007,C0033220807,דלק לרכב ממשלתי,2218,,link,link,
2007,C0033220815,הפחתות פנימיות לשרותי,200,,link,link,
2007,C0034170301,תשתית מידע לחפושי נפט,1276,,link,link,
2007,C0034200108,חודשי עבודה - כלכלה,420,,link,link,
2007,C0034200401,צווים לתיקון המעוות,5364,,link,link,
2007,C0034200406,פעולות למניעת זיהום,58,,link,link,
2007,C0034200407,ארכיון מים,468,,link,link,
2007,C0034200408,הסברה וקידום חסכון,5534,,link,link,
2007,C0034200412,ייעוץ,6370,,link,link,
2007,C0034200413,ייעוץ לגבייה מכוח חוק,132,,link,link,
2007,C0034200414,ייעוץ ופעולות להתפלת,18000,,link,link,
2007,C0034200415,מנהלי פרויקטים להתפלה,4592,,link,link,
2007,C0034200416,הסדר פשרה - קרן האיזון,50254,,link,link,
2007,C0034200501,פיתוח ותחזוקת מערכות,24776,,link,link,
2007,C0034200502,פרויקט טלמטריה,25288,,link,link,
2007,C0034200503,השתתפות במשרד,356,,link,link,
2007,C0034200504,השתתפות במשרד,152,,link,link,
2007,C0034200505,איכות מים ניטור,69300,,link,link,
2007,C0034200506,"סקר זיהום במתחם תע""ש",9406,,link,link,
2007,C0034200507,תכנון מפעלי מים,22614,,link,link,
2007,C0034200508,ניהול וליווי פרויקטים,8698,,link,link,
2007,C0034200509,ייעוץ ליישום הסכמי,5920,,link,link,
2007,C0034200510,מחקרים וסקרים,10432,,link,link,
2007,C0034200512,השתתפות בלשכה המרכזית,460,,link,link,
2007,C0034200519,מבצע חסכון במגזר הביתי,27028,,link,link,
2007,C0034200520,השתתפות בשירות,360,,link,link,
2007,C0034200521,תחזוקת פרויקט החולה,3662,,link,link,
2007,C0034200523,מבנה דיגום פלמחים,1876,,link,link,
2007,C0036100103,הכשרה מקצועית בתחומי,20000,,link,link,
2007,C0036100104,השתתפות בהחזקת ילדי,20000,,link,link,
2007,C0037021202,"הילולת קבר רשב""י",5700,,link,link,
